-7.191564743245384861e+00,-6.656427629911910060e+00
-3.996547888761681211e+00,-1.675288561084084415e+00
-1.111826865567136391e+00,9.580754385913667903e-01
-3.874379096446209481e+00,-3.284711398135037097e+00
-1.902432648310469210e+00,-5.511424805768927460e-01
-4.427109628873894920e+00,1.275228981774734205e-01
-3.901524894839396129e+00,-2.406804433373578966e+00
-2.002900514359342132e+00,1.115162762571392463e+00
-6.542250784963306032e+00,-3.759508338203894073e+00
-6.215848508448576837e+00,-4.302445502443142722e+00
-3.448506356202583056e+00,-2.097216244439895405e+00
2.626952257938564017e-02,3.012039837218130067e+00
6.985026955564119788e-01,2.875802615180240274e+00
-3.394806223327826888e+00,-2.016050960095058908e+00
-5.551169681210941675e+00,-3.615834597168956943e+00
-3.262302783529874795e+00,-8.314307321489260438e-01
-5.011334452392668837e+00,-4.653113578386752991e+00
-4.484392937066155937e+00,-4.166256527822405076e+00
-6.519839532692584427e+00,-3.698670037093930940e+00
-1.946163830256148142e+00,3.867977212968143341e-01
-3.025414872230165475e+00,-3.579114419659404245e+00
-2.644223422515237232e+00,-1.316073345956322083e+00
-5.229338321572738479e+00,-1.687954664325549858e+00
-2.660017901048431721e+00,-2.246576149966004188e+00
-6.374674804558742025e+00,-4.292029111102548811e+00
-3.977657672008936718e+00,6.072091709834976925e-01
-3.185362603343000032e+00,-1.809910426846680798e+00
-2.584579281182487698e+00,-9.974642205636589098e-01
-4.170034252928449092e+00,-3.415044013327468875e+00
-3.678644389170643070e+00,-3.826859487153365880e+00
-3.684831341770024249e+00,-3.693849822145378603e-02
-3.843038428131812623e+00,-1.577644555734048604e+00
-5.753235751449602198e+00,-5.435178760589311153e+00
-4.744629451996668301e+00,-1.275555478933893649e+00
-4.999261130958256416e+00,-3.970821662279581776e+00
-4.876999005383400032e+00,-3.538741290617278157e+00
-2.060482441321802138e+00,-1.722780020640504617e+00
-4.513596019576139540e+00,-1.977181919897285756e+00
-5.252211084825498588e+00,-3.982118033650486666e+00
-2.668738279333055630e+00,-2.834076923568902284e-01
-5.952372403887356000e+00,-3.727809560891053753e+00
-2.721379342272054025e+00,-1.987250418732286139e+00
-3.195523210728028474e+00,-1.079854538616534354e+00
-2.626903071077943075e+00,-6.632488561869493982e-01
-2.837970675345492744e+00,-1.557519638923585692e-01
-4.075856697944813867e+00,-2.243416751923403840e+00
-3.860158668422680517e+00,3.653641953228954353e-01
-7.259041364714784450e-01,1.717222022414821581e+00
-3.503219843174782078e+00,-3.392503740747111252e+00
-3.858735937101072544e+00,-1.812227809720592386e-01
-3.049055171544805098e+00,-1.150675483307282310e+00
-5.862800083591095834e+00,-4.390622631579711665e+00
-5.680173241960473796e+00,-3.953705591456326385e+00
-3.844913962799176410e+00,-9.159607881939665353e-01
-3.074166122026084746e+00,8.219491748286253952e-01
-4.445288415074882593e+00,-2.303740862444917603e+00
-3.516421185167341701e+00,-2.795453201128278664e+00
-2.518079608360512367e+00,-8.705275165784984726e-01
-5.562518355816568061e+00,-1.550361947413129382e+00
